2023-07-14 22:31:46, d100, 96
2023-07-14 22:31:46, d100, 69
2023-07-14 22:31:46, d100, 76
2023-07-14 22:31:46, d100, 3
2023-07-14 22:31:46, d100, 13
2023-07-14 22:31:46, d100, 76
2023-07-14 22:31:46, d100, 98
2023-07-14 22:31:46, d100, 74
2023-07-14 22:31:46, d100, 97
2023-07-14 22:31:46, d100, 100
2023-07-14 22:31:46, d100, 91
2023-07-14 22:31:46, d100, 72
2023-07-14 22:31:46, d100, 85
2023-07-14 22:31:46, d100, 25
2023-07-14 22:31:46, d100, 54
2023-07-14 22:31:46, d100, 74
2023-07-14 22:31:46, d100, 98
2023-07-14 22:31:46, d100, 57
2023-07-14 22:31:46, d100, 44
2023-07-14 22:31:46, d100, 7
2023-07-14 22:31:40, d10, 3
2023-07-14 22:31:36, d10, 2
2023-07-14 22:31:29, d20, 13
2023-07-14 22:31:29, d20, 7
2023-07-14 22:29:41, d20, 4
2023-07-14 22:29:41, d20, 11
2023-07-14 22:29:39, d20, 6
2023-07-14 22:29:39, d20, 9
2023-07-14 22:29:38, d20, 1
2023-07-14 22:29:38, d20, 8
2023-07-14 22:29:37, d20, 15
2023-07-14 22:29:37, d20, 16
2023-07-14 22:29:35, d20, 2
2023-07-14 22:29:35, d20, 14
2023-07-14 22:29:34, d20, 11
2023-07-14 22:29:34, d20, 1
2023-07-14 22:29:32, d20, 12
2023-07-14 22:29:32, d20, 8
2023-07-14 22:29:31, d20, 5
2023-07-14 22:29:31, d20, 11
2023-07-14 22:29:29, d20, 11
2023-07-14 22:29:29, d20, 6
2023-07-14 22:29:28, d20, 11
2023-07-14 22:29:28, d20, 20
2023-07-14 22:29:26, d20, 9
2023-07-14 22:29:26, d20, 16
2023-07-14 22:29:21, d20, 19
2023-07-14 22:29:21, d20, 2
2023-07-14 22:21:52, d20, 14
2023-07-14 22:21:41, d20, 18
2023-07-14 22:21:09, d20, 20
2023-07-14 22:21:09, d20, 1
2023-07-14 22:21:09, d20, 15
2023-07-14 22:21:09, d20, 7
2023-07-14 22:21:09, d20, 11
2023-07-14 22:21:09, d20, 18
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 7
2023-07-14 22:21:09, d20, 20
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 17
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 20
2023-07-14 22:21:09, d20, 20
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 3
2023-07-14 22:21:09, d20, 9
2023-07-14 22:21:09, d20, 13
2023-07-14 22:21:09, d20, 19
2023-07-14 22:21:09, d20, 2
2023-07-14 22:21:09, d20, 20
2023-07-14 22:21:09, d20, 3
2023-07-14 22:21:09, d20, 6
2023-07-14 22:21:09, d20, 15
2023-07-14 22:21:09, d20, 9
2023-07-14 22:21:09, d20, 6
2023-07-14 22:21:09, d20, 7
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 14
2023-07-14 22:21:09, d20, 10
2023-07-14 22:21:09, d20, 6
2023-07-14 22:21:09, d20, 14
2023-07-14 22:21:09, d20, 8
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 6
2023-07-14 22:21:09, d20, 1
2023-07-14 22:21:09, d20, 18
2023-07-14 22:21:09, d20, 6
2023-07-14 22:21:09, d20, 16
2023-07-14 22:21:09, d20, 12
2023-07-14 22:21:08, d20, 7
2023-07-14 22:21:08, d20, 6
2023-07-14 22:21:08, d20, 3
2023-07-14 22:21:08, d20, 18
2023-07-14 22:21:08, d20, 17
2023-07-14 22:21:08, d20, 18
2023-07-14 22:21:08, d20, 4
2023-07-14 22:21:08, d20, 11
2023-07-14 22:21:08, d20, 8
2023-07-14 22:21:08, d20, 10
2023-07-14 22:21:08, d20, 7
2023-07-14 22:21:08, d20, 4
2023-07-14 22:21:08, d20, 3
2023-07-14 22:21:08, d20, 3
2023-07-14 22:21:08, d20, 9
2023-07-14 22:21:08, d20, 8
2023-07-14 22:21:08, d20, 2
2023-07-14 22:21:08, d20, 4
2023-07-14 22:21:08, d20, 3
2023-07-14 22:21:08, d20, 8
2023-07-14 22:21:06, d20, 19
2023-07-14 22:21:06, d20, 8
2023-07-14 22:21:06, d20, 8
2023-07-14 22:21:06, d20, 9
2023-07-14 22:21:06, d20, 13
2023-07-14 22:21:06, d20, 19
2023-07-14 22:21:06, d20, 20
2023-07-14 22:21:06, d20, 14
2023-07-14 22:21:06, d20, 6
2023-07-14 22:21:06, d20, 14
2023-07-14 22:21:06, d20, 13
2023-07-14 22:21:06, d20, 13
2023-07-14 22:21:06, d20, 13
2023-07-14 22:21:06, d20, 15
2023-07-14 22:21:06, d20, 14
2023-07-14 22:21:06, d20, 8
2023-07-14 22:21:06, d20, 5
2023-07-14 22:21:06, d20, 1
2023-07-14 22:21:06, d20, 6
2023-07-14 22:21:06, d20, 6
